name,platform,year_of_release
Dai-4-Ji Super Robot Taisen,SNES,1995
Panzer Dragoon,SAT,1995
Boxers Road,PS,1995
Mega Man X3,SNES,1995
Iron Storm,SAT,1995
Night Warriors: Darkstalkers Revenge,SAT,1995
Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995
Kirbys Block Ball,G,1995
Extreme Pinball,PS,1995
Street Fighter Alpha 2,SAT,1995
NBA ShootOut,PS,1995
Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,1995
Panzer Dragoon II Zwei,SAT,1995
Gameboy Gallery,G,1995
Jumping Flash!,PS,1995
Blazing Heroes,SAT,1995
Winning Post 2,SNES,1995
Far East of Eden Zero,SNES,1995
Guardian Heroes,SAT,1995
Super Fire ProWrestling X,SNES,1995
The King of Fighters 95,SAT,1995
Mega Man 7,SNES,1995
NBA In The Zone,PS,1995
Nichibutsu Arcade Classics,SNES,1995
Jikkyou Powerful Pro Yakyuu 2,SNES,1995
Final Doom,PS,1995
Super Nazo Puyo: Ruruu no Ruu,SNES,1995
NBA Jam Tournament Edition,PS,1995
Panzer General,PS,1995
Namco Tennis Smash Court,PS,1995
PGA Tour 96,PS,1995
Virtua Fighter Kids,SAT,1995
The Raiden Project,PS,1995
Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995
Dragon Ball Z Hyper Dimension,SNES,1995
X-Men: Children of the Atom,SAT,1995
The King of Fighters 95,NG,1995
SD Gundam GNext,SNES,1995
Bust-A-Move 2 Arcade Edition,PS,1995
GunGriffon,SAT,1995
College Slam,PS,1995
Super Real Mahjong P V,SAT,1995
Street Fighter: The Movie,PS,1995
Space Griffon VF-9,PS,1995
Off-World Interceptor Extreme,PS,1995
Parodius,SAT,1995
Kings Field,PS,1995
International Superstar Soccer Deluxe,SNES,1995
FIFA Soccer 96,PS,1995
StarBlade \xce\xb1,PS,1995
J-League Victory Goal,SAT,1995
Tetris Attack,SNES,1995
Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995
Wizardry VII: Gadeia no Houshu,PS,1995
Epidemic,PS,1995
Agile Warrior F-111X,PS,1995
Doukyuusei,TG16,1995
Cyber Sled,PS,1995
In the Hunt,PS,1995
Daytona USA Championship Circuit Edition,SAT,1995
Sentou Kokka Air Land Battle,PS,1995
Romance of the Three Kingdoms IV: Wall of Fire,PS,1995
Disruptor,PS,1995
Namco Soccer Prime Goal,PS,1995
Mystic Ark,SNES,1995
World Cup Golf: Professional Edition,PS,1995
Detana TwinBee Yahho! Deluxe Pack,SAT,1995
High Velocity: Mountain Racing Challenge,SAT,1995
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995
Sengoku Cyber: Fujimaru Jigokuhen,PS,1995
Nobunaga no Yabou: Tenshoki,SAT,1995
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,1995
Victory Zone,PS,1995
Hyper Formation Soccer,PS,1995
Carnage Heart,PS,1995
Virtual Hydlide,SAT,1995
Project: Horned Owl,PS,1995
Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995
D,PS,1995
Wizardry VI: Bane of the Cosmic Forge,SNES,1995
Revolution X,PS,1995
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995
Shellshock,PS,1995
Darius Gaiden,SAT,1995
Idol Janshi Suchie-Pai Remix,SAT,1995
Zero4 Champ RR-Z,SNES,1995
Derby Jockey 2,SNES,1995
Terranigma,SNES,1995
X-COM: UFO Defense,PS,1995
Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,SAT,1995
Shockwave Assault,PS,1995
Rapid Reload,PS,1995
Castlevania Dracula X,SNES,1995
Dragon Ball Z: Shin Butouden,SAT,1995
Detana TwinBee Yahho! Deluxe Pack,PS,1995
Cyberia,PS,1995
Princess Maker 2,SAT,1995
Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,SAT,1995
Blades of Blood: Samurai Shodown III,PS,1995
Slam n Jam 96 featuring Magic & Kareem,PS,1995
Samurai Shodown III,NG,1995
Tempest 3X,PS,1995
A-Train,PS,1995
Striker 96,PS,1995
GOTHA: Ismailia Seneki,SAT,1995
Krazy Ivan,PS,1995
Quo Vadis,SAT,1995
Myst,PS,1995
Classic Road,PS,1995
Hang On GP,SAT,1995
Viewpoint,PS,1995
Space Hulk: Vengeance of the Blood Angels,PS,1995
Super Real Mahjong Graffiti,SAT,1995
DefCon 5,PS,1995
Bubble Bobble also featuring Rainbow Islands,PS,1995
Star Fighter,PS,1995
A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995
Kekkon: Marriage,SAT,1995
3D Lemmings,PS,1995
Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995
Policenauts,3DO,1995
Zero Divide,PS,1995
Doraemon 4: Nobita to Toki no Okoku,SNES,1995
Gunbird,SAT,1995
WWF Wrestlemania: The Arcade Game,PS,1995
Jirou Akagawa: Majotachi no Nemuri,SNES,1995
Hi-Octane: The Track Fights Back!,PS,1995
Philosoma,PS,1995
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,SAT,1995
Slam Dunk SD Heat Up!!,SNES,1995
Baku Baku,SAT,1995
Super Jinsei Game 2,SNES,1995
Jikkyou Oshaberi Parodius,SNES,1995
Johnny Bazookatone,PS,1995
Kekkon Zenya,SAT,1995
Block Kuzushi,SNES,1995
Zoop,PS,1995
Magic Carpet,PS,1995
Sotsugyou II: Neo Generation,PS,1995
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995
Go Go Ackman 3,SNES,1995
Novastorm,PS,1995
Metal Max Returns,SNES,1995
Zen-Nippon GT Senshuken,SNES,1995
Thoroughbred Breeder II Plus,PS,1995
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995
Ide Yosuke no Mahjong Kazoku,PS,1995
Night Head: The Labyrinth,PS,1995
Rampo,SAT,1995
Far East of Eden Shinden,NG,1995
Daibakushou: Jinsei Gekijou,SNES,1995
Konpeki no Kantai,SNES,1995
Robo Pit,PS,1995
Hissatsu Pachinko Collection 3,SNES,1995
Battle Arena Toshinden URA,SAT,1995
Darius II,SAT,1995
The Perfect Golf,PS,1995
Hermie Hopperhead: Scrap Panic,PS,1995
Captain Tsubasa J: The Way to World Youth,SNES,1995
Doki Oki,PS,1995
America Oudan Ultra-Quiz,SAT,1995
You Dont Know Jack,PC,1995
Aquanauts Holiday,PS,1995
Sotsugyou II: Neo Generation Special,3DO,1995
Ginga Fukei Densetsu: Sapphire,TG16,1995
Super Dodge Ball,NG,1995
Psychic Detective,PS,1995
Myst,PC,1995
Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995
Super Mario World 2: Yoshi's Island,SNES,1995
Donkey Kong Land,GB,1995
Monopoly,PC,1995
Kirby's Dream Land 2,GB,1995
Star Wars: Dark Forces,PC,1995
Mortal Kombat 3,SNES,1995
Mortal Kombat 3,GEN,1995
Battle Arena Toshinden,PS,1995
NBA Jam Tournament Edition,GEN,1995
Virtua Fighter,SAT,1995
Command & Conquer,PC,1995
EarthBound,SNES,1995
Ridge Racer,PS,1995
Doom,PS,1995
Street Fighter Alpha: Warriors' Dreams,PS,1995
Super Bomberman 3,SNES,1995
Mario's Picross,GB,1995
Kirby's Dream Course,SNES,1995
Theme Park,PS,1995
Fatal Fury Special,SNES,1995
Daytona USA,SAT,1995
Romance of the Three Kingdoms IV: Wall of Fire,SNES,1995
Bases Loaded '96: Double Header,PS,1995
J-League Excite Stage '95,SNES,1995
NHL FaceOff,PS,1995
Fushigi no Dungeon 2: Fuurai no Shiren,SNES,1995
ESPN Extreme Games,PS,1995
Kileak: The DNA Imperative,PS,1995
Breath of Fire II,SNES,1995
Boxer's Road,PS,1995
Gameboy Gallery,GB,1995
International Superstar Soccer,SNES,1995
SimCity 2000,SAT,1995
Galactic Attack,SAT,1995
Sonic CD,PC,1995
The King of Fighters '95 (CD),NG,1995
The King of Fighters '95,NG,1995
Wing Arms,SAT,1995
ThunderStrike 2,PS,1995
King's Field,PS,1995
Doukyuusei,PCE,1995
Battle Arena Toshinden Remix,SAT,1995
Center Ring Boxing,SAT,1995
Primal Rage,PS,1995
Jupiter Strike,PS,1995
Clockwork Knight,SAT,1995
Theme Park,SAT,1995
Discworld,PS,1995
Robotica,SAT,1995
Worldwide Soccer,SAT,1995
Myst,SAT,1995
Golden Axe: The Duel,SAT,1995
You Don't Know Jack,PC,1995
World Series Baseball,SAT,1995
Bases Loaded '96: Double Header,SAT,1995
Bust-A-Move,3DO,1995
Pebble Beach Golf Links,SAT,1995
Aquanaut's Holiday,PS,1995
Ginga Fukei Densetsu: Sapphire,PCE,1995
Pokemon Red/Pokemon Blue,G,1996
Super Mario 64,N64,1996
Mario Kart 64,N64,1996
Crash Bandicoot,PS,1996
Tekken 2,PS,1996
Microsoft Flight Simulator,PC,1996
Resident Evil,PS,1996
Tomb Raider,PS,1996
Namco Museum Vol.3,PS,1996
Resident Evil Directors Cut,PS,1996
Donkey Kong Country 3: Dixie Kongs Double Trouble!,SNES,1996
Wave Race 64,N64,1996
Command & Conquer: Red Alert,PC,1996
Mortal Kombat Trilogy,PS,1996
Star Wars: Shadows of the Empire,N64,1996
Twisted Metal 2,PS,1996
Tetris Plus,PS,1996
Donkey Kong Land II,G,1996
Super Mario RPG: Legend of the Seven Stars,SNES,1996
PaRappa The Rapper,PS,1996
Jet Moto,PS,1996
Cruisn USA,N64,1996
Diablo,PC,1996
Soul Edge,PS,1996
Die Hard Trilogy,PS,1996
NASCAR 98,PS,1996
Tamagotchi,G,1996
Kirby Super Star,SNES,1996
2Xtreme,PS,1996
Dragon Quest III: Soshite Densetsu e...,SNES,1996
Madden NFL 97,PS,1996
TNN Motor Sports Hardcore 4x4,PS,1996
Reel Fishing,PS,1996
SimCity 2000,PS,1996
Soviet Strike,PS,1996
Rage Racer,PS,1996
Destruction Derby 2,PS,1996
Pilotwings 64,N64,1996
Arc the Lad II,PS,1996
Derby Stallion 96,SNES,1996
Mega Man X4,PS,1996
Tomb Raider,PC,1996
NBA Live 97,PS,1996
Mortal Kombat Trilogy,N64,1996
Wild ARMs,PS,1996
Midway Presents Arcades Greatest Hits: The Atari Collection 1,PS,1996
Space Jam,PS,1996
Tobal No.1,PS,1996
Mini-Yonku Shining Scorpion: Lets & Go!!,SNES,1996
Mega Man 8 Anniversary Collectors Edition,PS,1996
Star Wars: Rebel Assault II - The Hidden Empire,PS,1996
NFL GameDay 97,PS,1996
Street Fighter Alpha 2,PS,1996
Casper,PS,1996
Killer Instinct Gold,N64,1996
Andretti Racing,PS,1996
Formula 1,PS,1996
Area 51,PS,1996
Contra: Legacy of War,PS,1996
WWF in Your House,PS,1996
Fighters MEGAMiX,SAT,1996
Bahamut Lagoon,SNES,1996
Fire Emblem: Seisen no Keifu,SNES,1996
Shin Super Robot Taisen,PS,1996
Sakura Wars,SAT,1996
Star Wars: Dark Forces,PS,1996
Top Gun: Fire at Will!,PS,1996
Clock Tower,PS,1996
Jampack Vol. 2,PS,1996
Wayne Gretzkys 3D Hockey,N64,1996
International Track & Field,PS,1996
Dai-4-Ji Super Robot Taisen S,PS,1996
Super Famista 5,SNES,1996
PoPoLoCrois Monogatari,PS,1996
Alien Trilogy,PS,1996
NHL 97,PS,1996
NHL FaceOff 97,PS,1996
Jikkyou Powerful Pro Yakyuu 3,SNES,1996
Vandal Hearts,PS,1996
World Stadium EX,PS,1996
Blood Omen: Legacy of Kain,PS,1996
Super Bomberman 4,SNES,1996
Neon Genesis Evangelion,SAT,1996
NiGHTS into dreams...,SAT,1996
Cool Boarders,PS,1996
E0: Enemy Zero,SAT,1996
NASCAR Racing,PS,1996
Pro Pinball,PS,1996
Command & Conquer,PS,1996
Triple Play 97,PS,1996
Mobile Suit Gundam version 2.0,PS,1996
Tokimeki Memorial: Forever with You,SAT,1996
Nonomura Byoin no Hitobito,SAT,1996
Picross 2,G,1996
Street Fighter Alpha: Warriors Dreams,SAT,1996
Fade to Black,PS,1996
Tokyo Highway Battle,PS,1996
NBA Live 96,PS,1996
OverBlood,PS,1996
Momotarou Dentetsu Happy,SNES,1996
Alone in the Dark: One-Eyed Jacks Revenge,PS,1996
RPG Tsukuru 2,SNES,1996
Virtua Cop 2,SAT,1996
Dragon Force,SAT,1996
Star Gladiator Episode: I Final Crusade,PS,1996
J-League Victory Goal 96,SAT,1996
DX Game of Life,PS,1996
MLB Pennant Race,PS,1996
Namco Museum Vol.2,PS,1996
PGA Tour 97,PS,1996
Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,1996
Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,1996
Gunship,PS,1996
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,G,1996
Battle Arena Toshinden 3,PS,1996
Kings Field II,PS,1996
NCAA Gamebreaker,PS,1996
Nightmare Creatures,N64,1996
J-League Pro Soccer Club wo Tsukurou!,SAT,1996
Doukyuusei if,SAT,1996
WipEout XL,PS,1996
Penny Racers,PS,1996
Project Overkill,PS,1996
Jumping Flash! 2,PS,1996
Gallop Racer (JP),PS,1996
Front Mission: Gun Hazard,SNES,1996
Lunar: Silver Star Story,SAT,1996
Perfect Weapon,PS,1996
Star Ocean,SNES,1996
Tetris Attack,G,1996
NFL Quarterback Club 97,PS,1996
Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996
NBA Jam Extreme,PS,1996
Pandemonium!,PS,1996
NO\xc3\xabL: NOT DiGITAL,PS,1996
Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996
The King of Fighters 96,SAT,1996
Langrisser III,SAT,1996
Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,1996
Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996
Snowboard Kids,N64,1996
Treasure Hunter G,SNES,1996
Namco Museum Vol.4,PS,1996
Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,1996
Parlor! Mini 4,SNES,1996
J-League Excite Stage 96,SNES,1996
Jikkyou J-League Perfect Striker,N64,1996
Descent,PS,1996
Jikkyou Powerful Pro Yakyuu 96 Kaimakuban,SNES,1996
Allied General,PS,1996
Hexen,N64,1996
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,1996
Warhammer: Shadow of the Horned Rat,PS,1996
Bubsy 3D,PS,1996
Jampack Vol. 1,PS,1996
Time Commando,PS,1996
The King of Fighters 95,PS,1996
Bomberman B-Daman,SNES,1996
Reloaded,PS,1996
VR Golf 97,PS,1996
Tokimeki Memorial: Private Collection,PS,1996
Nobunaga no Yabou: Tenshoki,SNES,1996
Street Fighter Alpha 2,SNES,1996
Wonder Project J2: Koruro no Mori no Josette,N64,1996
FIFA Soccer 97,PS,1996
Psychic Force,PS,1996
Street Racer,PS,1996
The Incredible Hulk: The Pantheon Saga,PS,1996
Wing Commander III: Heart of the Tiger,PS,1996
Namco Museum Vol.5,PS,1996
Saturn Bomberman,SAT,1996
Rudra no Hihou,SNES,1996
Blazing Dragons,PS,1996
Iron & Blood,PS,1996
Frank Thomas Big Hurt Baseball,PS,1996
Bottom of the 9th,PS,1996
Super Puzzle Fighter II Turbo,PS,1996
NHL Breakaway 98,PS,1996
Last Bronx,SAT,1996
Black Dawn,PS,1996
Criticom,PS,1996
Fire ProWrestling S: 6Men Scramble,SAT,1996
San Goku Shi V,SAT,1996
Daikaijyuu Monogatari II,SNES,1996
Burning Road,PS,1996
HardBall 5,PS,1996
Tecmo Super Bowl,PS,1996
NHL Powerplay 96,PS,1996
Sega Touring Car Championship,SAT,1996
Lunacy,SAT,1996
Street Fighter Collection,SAT,1996
Winter Heat,SAT,1996
Goal Storm 97,PS,1996
Olympic Summer Games: Atlanta 1996,PS,1996
Sword & Sorcery,SAT,1996
Real Bout Garou Densetsu,SAT,1996
Blast Chamber,PS,1996
Virtual Pro Wrestling,PS,1996
Tokimeki Memorial: Taisen Pazurudama,PS,1996
Bogey: Dead 6,PS,1996
Return Fire,PS,1996
Saikyou Habu Shogi,N64,1996
Tunnel B1,PS,1996
Sotsugyou Crossworld,PS,1996
Mahjong Master,N64,1996
Tokimeki Memorial: Taisen Pazurudama,SAT,1996
Iron Man / X-O Manowar in Heavy Metal,PS,1996
Robotron X,PS,1996
The Space Bar,SAT,1996
Skeleton Warriors,PS,1996
Sound Novel Tsukuru,SNES,1996
NHL Open Ice,PS,1996
Spot Goes to Hollywood,PS,1996
Machine Head,PS,1996
Tecmos Deception,PS,1996
Strike Point,PS,1996
The Final Round,PS,1996
Parlor! Mini 2,SNES,1996
Speed Racer,PS,1996
NBA Hangtime,PS,1996
Killing Zone,PS,1996
Tanjou S Debut,SAT,1996
Starwinder: The Ultimate Space Race,PS,1996
The King of Fighters 96,NG,1996
Impact Racing,PS,1996
Olympic Soccer: Atlanta 1996,PS,1996
Chronicles of the Sword,PS,1996
SD Gundam: Over Galaxian,PS,1996
Strikers 1945,SAT,1996
J-League 96 Dream Stadium,SNES,1996
VR Soccer 96,PS,1996
Crusader: No Remorse,PS,1996
Garou Densetsu 3: Road to the Final Victory,SAT,1996
Assault Rigs,PS,1996
Shin Fortune Quest: Sokutaku no Kishi,PS,1996
Dark Half,SNES,1996
Haunted Casino,SAT,1996
POed,PS,1996
Adidas Power Soccer,PS,1996
Art of Fighting 3: The Path of the Warrior,NG,1996
True Pinball,PS,1996
Batman Forever: The Arcade Game,PS,1996
3D Baseball,PS,1996
PowerSlave,PS,1996
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,1996
DragonHeart: Fire & Steel,PS,1996
Nishijin Pachinko Monogatari 2,SNES,1996
Lethal Enforcers I & II,PS,1996
BRAHMA Force: The Assault on Beltlogger 9,PS,1996
Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996
Grid Runner,PS,1996
The Adventures of Lomax,PS,1996
Hankou Shashin,SAT,1996
Pitball,PS,1996
War Gods,PS,1996
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,1996
Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,1996
NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,1996
Brain Dead 13,PS,1996
Tail of the Sun,PS,1996
Discworld II: Mortality Bytes!,PS,1996
Victory Spike,PS,1996
Meru Purana,PS,1996
Namco Museum Vol.1,PS,1996
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996
Warcraft II: Tides of Darkness,PC,1996
Donkey Kong Land 2,GB,1996
Virtua Fighter 2,SAT,1996
Cruis'n USA,N64,1996
Ridge Racer Revolution,PS,1996
Road & Track Presents: The Need for Speed,PS,1996
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996
Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,1996
NFL GameDay '97,PS,1996
NFL GameDay,PS,1996
Battle Arena Toshinden 2,PS,1996
Suikoden,PS,1996
Beyond The Beyond,PS,1996
Wayne Gretzky's 3D Hockey,N64,1996
SimCity 2000,SNES,1996
NHL FaceOff '97,PS,1996
Persona,PS,1996
Cyber Troopers Virtual-On,SAT,1996
Fighting Vipers,SAT,1996
Picross 2,GB,1996
Street Fighter Alpha: Warriors' Dreams,SAT,1996
Iron Storm,SAT,1996
Night Warriors: Darkstalkers' Revenge,SAT,1996
Parodius,PS,1996
Kirby's Block Ball,GB,1996
Extreme Pinball,PS,1996
Street Fighter Alpha 2,SAT,1996
NBA ShootOut,PS,1996
Alone in the Dark: One-Eyed Jack's Revenge,PS,1996
Panzer Dragoon II Zwei,SAT,1996
Blazing Heroes,SAT,1996
Decathlete,SAT,1996
Guardian Heroes,SAT,1996
J-League Victory Goal '96,SAT,1996
The King of Fighters '95,SAT,1996
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,GB,1996
King's Field II,PS,1996
Panzer General,PS,1996
Namco Tennis Smash Court,PS,1996
Virtua Fighter Kids,SAT,1996
Tetris Attack,GB,1996
NO?®L: NOT DiGITAL,PS,1996
Dragon Ball Z Hyper Dimension,SNES,1996
The King of Fighters '96,SAT,1996
X-Men: Children of the Atom,SAT,1996
Bust-A-Move 2 Arcade Edition,PS,1996
J-League Excite Stage '96,SNES,1996
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,1996
GunGriffon,SAT,1996
College Slam,PS,1996
F1 Challenge,SAT,1996
The King of Fighters '95,PS,1996
VR Golf '97,PS,1996
Parodius,SAT,1996
StarBlade ?ñ,PS,1996
Tetris Attack,SNES,1996
Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1996
Epidemic,PS,1996
In the Hunt,PS,1996
Daytona USA Championship Circuit Edition,SAT,1996
Romance of the Three Kingdoms IV: Wall of Fire,PS,1996
Disruptor,PS,1996
Namco Soccer Prime Goal,PS,1996
World Cup Golf: Professional Edition,PS,1996
High Velocity: Mountain Racing Challenge,SAT,1996
NHL Powerplay '96,PS,1996
Project: Horned Owl,PS,1996
D,PS,1996
Revolution X,PS,1996
Z,PC,1996
Darius Gaiden,SAT,1996
Terranigma,SNES,1996
Cyberia,PS,1996
Blades of Blood: Samurai Shodown III,PS,1996
Slam 'n Jam '96 featuring Magic & Kareem,PS,1996
Sega Ages: After Burner II,SAT,1996
Tempest 3X,PS,1996
A-Train,PS,1996
Striker 96,PS,1996
Krazy Ivan,PS,1996
Myst,PS,1996
Hang On GP,SAT,1996
Tecmo's Deception,PS,1996
Space Hulk: Vengeance of the Blood Angels,PS,1996
Bubble Bobble also featuring Rainbow Islands,PS,1996
Star Fighter,PS,1996
Highway 2000,SAT,1996
The King of Fighters '96,NG,1996
Hi-Octane: The Track Fights Back!,PS,1996
Philosoma,PS,1996
Baku Baku,SAT,1996
Johnny Bazookatone,PS,1996
J-League '96 Dream Stadium,SNES,1996
VR Soccer '96,PS,1996
Magic Carpet,PS,1996
Galaxy Fight,SAT,1996
Robo Pit,PS,1996
Battle Arena Toshinden URA,SAT,1996
Darius II,SAT,1996
Super Dodge Ball,NG,1996
Gran Turismo,PS,1997
Final Fantasy VII,PS,1997
GoldenEye 007,N64,1997
Crash Bandicoot 2: Cortex Strikes Back,PS,1997
Tomb Raider II,PS,1997
Diddy Kong Racing,N64,1997
Frogger,PS,1997
Half-Life,PC,1997
Star Fox 64,N64,1997
Croc: Legend of the Gobbos,PS,1997
Tomb Raider III: Adventures of Lara Croft,PS,1997
Yoshis Story,N64,1997
Hot Shots Golf,PS,1997
Final Fantasy Tactics,PS,1997
Riven: The Sequel to Myst,PC,1997
Theme Hospital,PC,1997
Grand Theft Auto,PS,1997
Tomb Raider II,PC,1997
TOCA Touring Car Championship,PS,1997
Cool Boarders 2,PS,1997
Derby Stallion,PS,1997
Tenchu: Stealth Assassins,PS,1997
Jet Moto 2,PS,1997
Turok 2: Seeds of Evil,N64,1997
WCW vs. nWo: World Tour,N64,1997
NFL GameDay 98,PS,1997
Time Crisis,PS,1997
Tiger Woods 99 PGA Tour Golf,PS,1997
Knockout Kings,PS,1997
NBA Live 98,PS,1997
Monopoly,PS,1997
Wario Land II,G,1997
Game de Hakken!! Tamagotchi 2,G,1997
Madden NFL 98,PS,1997
SaGa Frontier,PS,1997
Fighting Force,PS,1997
Test Drive 5,PS,1997
Castlevania: Symphony of the Night,PS,1997
Oddworld: Abes Oddysee,PS,1997
Intelligent Qube,PS,1997
Game & Watch Gallery 2,G,1997
NBA Live 99,PS,1997
Chocobo no Fushigi Dungeon,PS,1997
Test Drive 4,PS,1997
Nuclear Strike,PS,1997
Mission: Impossible,N64,1997
Bushido Blade,PS,1997
Test Drive: Off Road,PS,1997
Puyo Puyo Sun Ketteiban,PS,1997
Triple Play 98,PS,1997
Densha De Go!,PS,1997
NHL 99,PS,1997
NFL Quarterback Club 98,N64,1997
Tales of Destiny,PS,1997
Bomberman 64,N64,1997
Donkey Kong Land III,G,1997
The Lost World: Jurassic Park,PS,1997
Monster Rancher,PS,1997
Breath of Fire III,PS,1997
Game & Watch Gallery,G,1997
NHL 98,PS,1997
Ace Combat 2,PS,1997
Need for Speed: V-Rally,PS,1997
Madden Football 64,N64,1997
Rampage World Tour,PS,1997
Mega Man Legends,PS,1997
Moto Racer,PS,1997
Momotarou Dentetsu 7,PS,1997
Battle Stations,PS,1997
San Francisco Rush: Extreme Racing,N64,1997
Street Fighter EX Plus Alpha,PS,1997
FIFA: Road to World Cup 98,PS,1997
Blast Corps,N64,1997
Jeopardy!,PS,1997
NCAA Football 98,PS,1997
Moto Racer 2,PS,1997
Star Wars: Masters of Teras Kasi,PS,1997
Mortal Kombat Mythologies: Sub-Zero,PS,1997
Nightmare Creatures,PS,1997
Final Fantasy VII International,PS,1997
NBA ShootOut 97,PS,1997
Duke Nukem: Total Meltdown,PS,1997
Puyo Puyo Sun,SAT,1997
International Superstar Soccer 64,N64,1997
Jikkyou Powerful Pro Yakyuu 97 Kaimakuban,PS,1997
Extreme-G,N64,1997
Diablo,PS,1997
FIFA: Road to  World Cup 98,N64,1997
NBA Hangtime,N64,1997
Super Robot Taisen F,SAT,1997
Front Mission 2,PS,1997
Virtual Pool,PS,1997
NHL FaceOff 98,PS,1997
RPG Maker,PS,1997
FIFA Soccer 64,N64,1997
J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997
Doom 64,N64,1997
Automobili Lamborghini,N64,1997
Independence Day,PS,1997
Duke Nukem 64,N64,1997
Mischief Makers,N64,1997
NHL FaceOff 99,PS,1997
Neon Genesis Evangelion 2nd Impression,SAT,1997
